PaperID,Title,Year,Abstract,DOI
f0e8ab83768a4a8aaf319460d4a70383415a0cc8,Any Privacy Risk if Nobody's Personal Information Being Collected?,2019,,10.1007/978-981-15-2767-8_31
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,Applying Machine Learning Techniques to Improve Linux Process Scheduling,2005,"In this work we use Machine Learning (ML) techniques to learn the CPU time-slice utilization behavior of known programs in a Linux system. Learning is done by an analysis of certain static and dynamic attributes of the processes while they are being run. Our objective was to discover the most important static and dynamic attributes of the processes that can help best in prediction of CPU burst times which minimize the process TaT (Turn-around-Time). In our experimentation we modify the Linux Kernel scheduler (version 2.4.20-8) to allow scheduling with customized time slices. The ""Waikato Environment for Knowledge Analysis"" (Weka), an open source machine-learning tool is used to find the most suitable ML method to characterize our programs. We experimentally find that the C'4.5 Decision Tree algorithm most effectively solved the problem. We find that predictive scheduling could reduce TaT in the range of 1.4% to 5.8%. This was due to a reduction in the number of context switches needed to complete the process execution. We find our result interesting in the context that generally operating systems presently never make use of a program's previous execution history in their scheduling behavior.",10.1109/TENCON.2005.300837
000c021cc296b72bb72fa71e3091af594a6c9c87,Effects of genetic variation on the dynamics of neurodegeneration in Alzheimer's disease,2014,"Although many genetic markers are identified as being associated with Alzheimer's disease (AD), not much is known about their association with the structural changes that happen as the disease progresses. In this study, we investigate the genetic etiology of neurodegeneration in AD by associating genetic markers with atrophy profiles obtained using patient data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) cohort. The atrophy profiles were quantified using a linear least-squares regression model over the span of patient enrollment, and used as imaging features throughout the analysis. A subset of the imaging features were selected for genetic association based on their ability to discriminate between healthy individuals and AD patients in a Support Vector Machines (SVM) classifier. Each imaging feature was associated with single-nucleotide polymorphisms (SNPs) using a linear model that included age and cognitive impairment scores as covariates to correct for normal disease progression. After false discovery rate correction, we observed 53 significant associations between SNPs and our imaging features, including associations of ventricular enlargement with SNPs on estrogen receptor 1 (ESR1) and sortilin-related VPS10 domain containing receptor 1 (SORCS1), hippocampal atrophy with SNPs on ESR1, and cerebral atrophy with SNPs on transferrin (TF) and amyloid beta precursor protein (APP). This study provides important insights into genetic predictors of specific types of neurodegeneration that could potentially be used to improve the efficacy of treatment strategies for the disease and allow the development of personalized treatment plans based on each patient's unique genetic profile.",10.1109/EMBC.2014.6944121
ffa6358e22a4a64e405bc265ffe7af433c159891,Finding memo: versatile interactions of the VPS10p-Domain receptors in Alzheimer’s disease,2022,"The family of VPS10p-Domain (D) receptors comprises five members named SorLA, Sortilin, SorCS1, SorCS2 and SorCS3. While their physiological roles remain incompletely resolved, they have been recognized for their signaling engagements and trafficking abilities, navigating a number of molecules between endosome, Golgi compartments, and the cell surface. Strikingly, recent studies connected all the VPS10p-D receptors to Alzheimer’s disease (AD) development. In addition, they have been also associated with diseases comorbid with AD such as diabetes mellitus and major depressive disorder. This systematic review elaborates on genetic, functional, and mechanistic insights into how dysfunction in VPS10p-D receptors may contribute to AD etiology, AD onset diversity, and AD comorbidities. Starting with their functions in controlling cellular trafficking of amyloid precursor protein and the metabolism of the amyloid beta peptide, we present and exemplify how these receptors, despite being structurally similar, regulate various and distinct cellular events involved in AD. This includes a plethora of signaling crosstalks that impact on neuronal survival, neuronal wiring, neuronal polarity, and synaptic plasticity. Signaling activities of the VPS10p-D receptors are especially linked, but not limited to, the regulation of neuronal fitness and apoptosis via their physical interaction with pro- and mature neurotrophins and their receptors. By compiling the functional versatility of VPS10p-D receptors and their interactions with AD-related pathways, we aim to further propel the AD research towards VPS10p-D receptor family, knowledge that may lead to new diagnostic markers and therapeutic strategies for AD patients.",10.1186/s13024-022-00576-2
34b6eaccd2f33fc7fa47194b80717c90ca9c39d6,Modification of the gut microbiome to combat neurodegeneration,2019,"Abstract The gut microbiome was extensively researched for its biological variety and its potential role in propagating diseases outside of the gastrointestinal (GI) tract. Recently, a lot of effort was focused on comprehending the gut-brain axis and the bizarre communication between the GI system and the nervous system. Ample amount of studies being carried out also revealed the involvement of the gut microbiome in enhancing the degree of many neurological disorders, including neurodegenerative diseases. It was widely observed that there were distinct microbiome profiles and dysbiosis within patients suffering from Alzheimer’s disease, Parkinson’s disease, amyotrophic lateral sclerosis, and multiple sclerosis. Various approaches to re-establish the balance of the gut microbiome, from antibiotic therapy, fecal microbiota transplant, or ingestion of psychobiotics, are discussed within this review within the specific context of combating neurodegenerative diseases. Present studies and clinical trials indicate that although there is an immense potential of gut microbiome modification to be preventive or therapeutic, there are still many intercalated components of the gut-brain axis at play and thus, more research needs to be carried out to delineate microbiome factors that may potentially alleviate symptoms of neurodegeneration.",10.1515/revneuro-2019-0005
991ccd62c8ad721b6d64dbc3be215f8cda060dc0,Perceived Racial Discrimination and DNA Methylation Among African American Women in the InterGEN Study,2018,"Introduction: Experiences of racial discrimination have been associated with poor health outcomes. Little is known, however, about how perceived racial discrimination influences DNA methylation (DNAm) among African Americans (AAs). We examined the association of experiences of discrimination with DNAm among AA women in the Intergenerational Impact of Genetic and Psychological Factors on Blood Pressure (InterGEN) study. Methods: The InterGEN study examines the effects of genetic and psychological factors on blood pressure among AA women and their children. Measures include the Major Life Discrimination (MLD) and the Race-Related Events (RES) scales. In the present analysis, we examined discrimination and DNAm at baseline in the InterGEN study. The 850K EPIC Illumina BeadChip was used for evaluating DNAm in this epigenome-wide association study (EWAS). Results: One hundred and fifty-two women contributed data for the RES-EWAS analysis and 147 for the MLD-EWAS analysis. Most were 30–39 years old, nonsmokers, had some college education, and had incomes <US$15,000/year. After controlling for age, smoking, and cell composition, MLD was significantly associated with DNAm at nine CpG (regions of DNA where a cytosine nucleotide is followed by a guanine nucleotide) sites (false discovery rate [FDR]-corrected p < .05). For the RES-EWAS analysis, no DNAm sites passed the epigenome-wide significance level after genomic control, though suggestive associations were observed at CpG sites after genomic control (raw p < 10−5). Conclusion: We observed significant epigenetic associations between disease-associated genes (e.g., schizophrenia, bipolar disorder, and asthma) and perceived discrimination as measured by the MLD Scale. Future health disparities research should include epigenetics in high-risk populations to elucidate functional consequences induced by the psychosocial environment.",10.1177/1099800417748759
6e58d41d7753766304c26b1f4f57801996fcfc7f,Neuroimaging Feature Terminology: A Controlled Terminology for the Annotation of Brain Imaging Features,2017,"Ontologies and terminologies are used for interoperability of knowledge and data in a standard manner among interdisciplinary research groups. Existing imaging ontologies capture general aspects of the imaging domain as a whole such as methodological concepts or calibrations of imaging instruments. However, none of the existing ontologies covers the diagnostic features measured by imaging technologies in the context of neurodegenerative diseases. Therefore, the Neuro-Imaging Feature Terminology (NIFT) was developed to organize the knowledge domain of measured brain features in association with neurodegenerative diseases by imaging technologies. The purpose is to identify quantitative imaging biomarkers that can be extracted from multi-modal brain imaging data. This terminology attempts to cover measured features and parameters in brain scans relevant to disease progression. In this paper, we demonstrate the systematic retrieval of measured indices from literature and how the extracted knowledge can be further used for disease modeling that integrates neuroimaging features with molecular processes.",10.3233/JAD-161148
3ef1aa70d22148011d5fd8d05a64babd9f61c895,Recent publications from the Alzheimer's Disease Neuroimaging Initiative: Reviewing progress toward improved AD clinical trials,2017,,10.1016/j.jalz.2016.11.007
e59ad10bd9048e0ccfc93a518387a132c23a79a9,Supports for Testing Memory Error Handling Code of In-memory Key Value Stores,2024,"Modern memory devices such as DRAM are prone to errors that occur because of unintended bit flips during their operation. Since memory errors severely impact in-memory key-value stores (KVSes), software mechanisms for hardening them against memory errors are being explored. However, it is hard to efficiently test the memory error handling code due to its characteristics: the code is event-driven, the handlers depend on the memory object, and in-memory KVSes manage various objects in huge memory space. This paper presents MemFI that supports runtime tests for the memory error handlers of in-memory KVSes. Our approach performs the software fault injection of memory errors at the memory object level to trigger the target handler while smoothly carrying out tests on the same running state. To show the effectiveness of MemFI, we integrate error handling mechanisms into a real-world in-memory KVS, memcached 1.6.9, and check its behavior using the MemFI prototype. The results show that the MemFI-based runtime tests allow us to check the behavior of the error handling mechanisms. We also show its efficiency by comparing it to other fault injection approaches based on a trial model.",10.1109/EDCC61798.2024.00020
a61eec9b66890e81f31d000f29048ab9d73860d9,TreeSLS: A Whole-system Persistent Microkernel with Tree-structured State Checkpoint on NVM,2023,"Whole-system persistence promises simplified application deployment and near-instantaneous recovery. This can be implemented using single-level store (SLS) through periodic checkpointing of ephemeral state to persistent devices. However, traditional SLSs suffer from two main issues on checkpointing efficiency and external synchrony, which are critical for low-latency services with persistence need. In this paper, we note that the decentralized state of microkernel-based systems can be exploited to simplify and optimize state checkpointing. To this end, we propose TreeSLS, a whole-system persistent microkernel that simplifies the whole-system state maintenance to a capability tree and a failure-resilient checkpoint manager. TreeSLS further exploits the emerging non-volatile memory to minimize checkpointing pause time by eliminating the distinction between ephemeral and persistent devices. With efficient state maintenance, TreeSLS further proposes delayed external visibility to provide transparent external synchrony with little overhead. Evaluation on microbenchmarks and real-world applications (e.g., Memcached, Redis and RocksDB) show that TreeSLS can complete a whole-system persistence in around 100 μs and even take a checkpoint every 1 ms with reasonable overhead to applications.",10.1145/3600006.3613160
fd32aa0d204a9b5746087599a8a83277c1f88cb6,A quantitative evaluation of persistent memory hash indexes,2023,,10.1007/s00778-023-00812-1
99b3ef8a399d60bd683414f75961b82913abff7e,Graceful ECC-uncorrectable Error Handling in the Operating System Kernel,2022,"Memory errors that can be detected but cannot be fixed by ECC modules, called ECC-uncorrectable errors, have a serious impact on the operating system (OS) kernel, the primary software layer to control hardware and applications. When an ECC-uncorrectable error corrupts the OS kernel's memory contents and causes the OS kernel to stop, all of the running applications also stop because they are no longer scheduled. The standard means of recovery from ECC-uncorrectable errors in the OS kernel is to reboot the kernel itself. Such a reboot involves rebooting all the running applications whose memory contents are not damaged; in turn, this triggers restoration of their running states, which is non-trivial in modern big-memory applications. This paper presents Ev6, an OS kernel that survives ECC-uncorrectable errors in the kernel memory space. Ev6 prunes its in-memory objects damaged by ECC-uncorrectable errors and reconstructs its internal structures to keep the OS kernel running as long as possible. We prototyped Ev6 on xv6 and conducted several experiments. The experimental results show that Ev6 gracefully handles our fault injections with trivial runtime and memory space overheads.",10.1109/ISSRE55969.2022.00021
cbabc9267d0d0bb9ca81006624b2cf3bcc2496fa,Meta's Next-generation Realtime Monitoring and Analytics Platform,2022,"Unlike traditional database systems where data and system availability are tied together, there is a wide class of systems targeting realtime monitoring and analytics over structured logs where these properties can be decoupled. In these systems, responsiveness and freshness of data are often more important than perfectly complete answers. One such system is Meta's Scuba [2].
 Historically, Scuba has favored system availability along with speed and freshness of results over data completeness and durability. While these choices allowed Scuba to grow from terabyte scale to petabyte scale and continue onboarding a variety of use cases, they also came at an operational cost of dealing with incomplete data and managing data loss.
 
 In this paper, we present the next generation of Scuba's architecture, codenamed
 Kraken
 , which decouples storage management from the query serving system and introduces a single, durable source of truth. This enables tangible improvements to system fault tolerance and query performance while still respecting tolerable bounds of client observed data freshness. We also describe the journey of how we deployed Kraken into full production as we gradually turned off the older system with no user-visible down time.
",10.14778/3554821.3554841
000ce80a8d4b0cf6be199cf97d8912b9dc9b44b2,VITAS : Guided Model-based VUI Testing of VPA Apps,2022,"Virtual personal assistant (VPA) services, e.g. Amazon Alexa and Google Assistant, are becoming increasingly popular recently. Users interact with them through voice-based apps, e.g. Amazon Alexa skills and Google Assistant actions. Unlike the desktop and mobile apps which have visible and intuitive graphical user interface (GUI) to facilitate interaction, VPA apps convey information purely verbally through the voice user interface (VUI), which is known to be limited in its invisibility, single mode and high demand of user attention. This may lead to various problems on the usability and correctness of VPA apps. In this work, we propose a model-based framework named Vitas to handle VUI testing of VPA apps. Vitas interacts with the app VUI, and during the testing process, it retrieves semantic information from voice feedbacks by natural language processing. It incrementally constructs the finite state machine (FSM) model of the app with a weighted exploration strategy guided by key factors such as the coverage of app functionality. We conduct a large-scale testing on 41,581 VPA apps (i.e., skills) of Amazon Alexa, the most popular VPA service, and find that 51.29% of them have weaknesses. They largely suffer from problems such as unexpected exit/start, privacy violation and so on. Our work reveals the immaturity of the VUI designs and implementations in VPA apps, and sheds light on the improvement of several crucial aspects of VPA apps.",10.1145/3551349.3556957
309632fe3feee8f85b2ca98772bce31b2a3ede06,Measuring privacy policy compliance in the Alexa ecosystem: In-depth analysis,2024,,10.1016/j.cose.2024.103963
9b48f505f41e22b37201a841a15ba69b6e78cadb,Understanding GDPR Non-Compliance in Privacy Policies of Alexa Skills in European Marketplaces,2024,"Amazon Alexa is one of the largest Voice Personal Assistant (VPA) platforms and it allows third-party developers to publish their voice apps, named skills, to the Alexa skill store. To satisfy the needs of European users, Amazon Alexa has established multiple skill marketplaces in Europe and allows developers to publish skills in their native languages. Skills in European marketplaces are required to comply with GDPR (General Data Protection Regulation), which imposes strict obligations on data collection and processing. Skills that involve data collection should provide a privacy policy to disclose the data practice to users and meet GDPR requirements. In this work, we analyze the privacy policies of skills in European marketplaces, focusing on whether skills' privacy policies and data collection behaviors comply with GDPR. We collect a large-scale dataset that includes skills in all European marketplaces with privacy policies. To classify whether a sentence in a privacy policy provides GDPR information, we gather a labeled dataset including skills' privacy policy sentences and use it to train a BERT model. Then, we analyze the GDPR compliance of European skills. Using a dynamic testing tool based on ChatGPT, we check whether skills' privacy policies comply with GDPR and are consistent with the actual data collection behaviors. Surprisingly, we find that 67% of the privacy policies fail to comply with GDPR and don't provide necessary GDPR-related information. For 1,187 skills with data collection behaviors, we observe that 603 skills (50.8%) don't provide a complete privacy policy and 1,128 skills (95%) have GDPR non-compliance issues in their privacy policies. Meanwhile, we find that the GDPR has a positive influence on European privacy policies.",10.1145/3589334.3645409
6ba419bee306050143eb5601899678de8611300a,Are Your Requests Your True Needs? Checking Excessive Data Collection in VPA Apps,2024,"Virtual personal assistants (VPA) services encompass a large number of third-party applications (or apps) to enrich their function-alities. These apps have been well examined to scrutinize their data collection behaviors against their declared privacy policies. Nonetheless, it is often overlooked that most users tend to ignore privacy policies at the installation time. Dishonest developers thus can exploit this situation by embedding excessive declarations to cover their data collection behaviors during compliance auditing. In this work, we present Pico, a privacy inconsistency detector, which checks the VPA app's privacy compliance by analyzing (in)consistency between data requested and data essential for its functionality. Pico understands the app's functionality topics from its publicly available textual data, and leverages advanced GPT-based language models to address domain-specific challenges. Based on the counterparts with similar functionality, suspicious data collection can be detected through the lens of anomaly detection. We apply Pico to understand the status quo of data-functionality com-pliance among all 65,195 skills in the Alexa app store. Our study reveals that 21.7% of the analyzed skills exhibit suspicious data collection, including Top 10 popular Alexa skills that pose threats to 54,116 users. These findings should raise an alert to both developers and users, in the compliance with the purpose limitation principle in data regulations.",10.1145/3597503.3639107
f4ba0defbf903dae5fe7e427b6a77d0c4d7948eb,Help Them Understand: Testing and Improving Voice User Interfaces,2024,"Voice-based virtual assistants are becoming increasingly popular. Such systems provide frameworks to developers for building custom apps. End-users can interact with such apps through a Voice User Interface (VUI), which allows the user to use natural language commands to perform actions. Testing such apps is not trivial: The same command can be expressed in different semantically equivalent ways. In this paper, we introduce VUI-UPSET, an approach that adapts chatbot-testing approaches to VUI-testing. We conducted an empirical study to understand how VUI-UPSET compares to two state-of-the-art approaches (i.e., a chatbot testing technique and ChatGPT) in terms of (i) correctness of the generated paraphrases, and (ii) capability of revealing bugs. To this aim, we analyzed 14,898 generated paraphrases for 40 Alexa Skills. Our results show that VUI-UPSET generates more bug-revealing paraphrases than the two baselines with, however, ChatGPT being the approach generating the highest percentage of correct paraphrases. We also tried to use the generated paraphrases to improve the skills. We tried to include in the voice interaction models of the skills (i) only the bug-revealing paraphrases, (ii) all the valid paraphrases. We observed that including only bug-revealing paraphrases is sometimes not sufficient to make all the tests pass.",10.1145/3654438
a71b15a8e8b3d7c34d9769c9644efdfad07299c3,SkillScanner: Detecting Policy-Violating Voice Applications Through Static Analysis at the Development Phase,2023,"The Amazon Alexa marketplace is the largest Voice Personal Assistant (VPA) platform with over 100,000 voice applications (i.e., skills) published to the skills store. In an effort to maintain the quality and trustworthiness of voice-apps, Amazon Alexa has implemented a set of policy requirements to be adhered to by third-party skill developers. However, recent works reveal the prevalence of policy-violating skills in the current skills store. To understand the causes of policy violations in skills, we first conduct a user study with 34 third-party skill developers focusing on whether they are aware of the various policy requirements defined by the Amazon Alexa platform. Our user study results show that there is a notable gap between VPA's policy requirements and skill developers' practices. As a result, it is inevitable that policy-violating skills will be published. To prevent the inflow of new policy-breaking skills to the skills store from the source, it is critical to identify potential policy violations at the development phase. In this work, we design and develop SkillScanner, an efficient static code analysis tool to facilitate third-party developers to detect policy violations early in the skill development lifecycle. To evaluate the performance of SkillScanner, we conducted an empirical study on 2,451 open source skills collected from GitHub. SkillScanner effectively identified 1,328 different policy violations from 786 skills. Our results suggest that 32% of these policy violations are introduced through code duplication (i.e., code copy and paste). In particular, we found that 42 skill code examples from potential Alexa's official accounts (e.g., ''alexa'' and ''alexa-samples'' on GitHub) contain policy violations, which lead to 81 policy violations in other skills due to the copy-pasted code snippets from these Alexa's code examples.",10.1145/3576915.3616650
1c18f1462ae084471a09cd7f16eade0cf59adf5d,Investigating Users’ Understanding of Privacy Policies of Virtual Personal Assistant Applications,2023,"The increasingly popular virtual personal assistant (VPA) services, e.g., Amazon Alexa and Google Assistant, enable third-party developers to create and release VPA apps for end users to access through smart speakers. Given that VPA apps handle sensitive personal data, VPA service providers require developers to release a privacy policy document to declare their data handling practice. The privacy policies are regarded as legal or semi-legal documents, which are usually lengthy and complex for users to understand. In this work, we conducted a subjective study to investigate the level of users’ understanding of the privacy policies, targeting the VPA apps (i.e., skills) of Amazon Alexa, the most popular VPA service. Our study focused on technical terms, one of the greatest hurdles to users’ understanding. We found that 84.2% of our participants faced difficulty in understanding technical terms appeared in the skills’ privacy policies, even for participants with IT background. Additionally, 64.3% of them reported that explanations for the technical terms are generally lacking. To address this issue, we proposed two principles, i.e., domain-specificity principle and implication-oriented principle, to guide skill developers in creating easy-to-understand privacy policies. We evaluated their effectiveness by creating explanation sentences for 23 representative terms and examining users’ understanding through a second user study. Our results show that using explanation sentences based on these principles can significantly improve users’ understanding.",10.1145/3579856.3590335
edc40b571fd299386f8149f01e6983d0fd0f240f,Scrutinizing Privacy Policy Compliance of Virtual Personal Assistant Apps,2022,"A large number of functionality-rich and easily accessible applications have become popular among various virtual personal assistant (VPA) services such as Amazon Alexa. VPA applications (or VPA apps for short) are accompanied by a privacy policy document that informs users of their data handling practices. These documents are usually lengthy and complex for users to comprehend, and developers may intentionally or unintentionally fail to comply with them. In this work, we conduct the first systematic study on the privacy policy compliance issue of VPA apps. We develop Skipper, which targets Amazon Alexa skills. It automatically depicts the skill into the declared privacy profile by analyzing their privacy policy documents with Natural Language Processing (NLP) and machine learning techniques, and derives the behavioral privacy profile of the skill through a black-box testing. We conduct a large-scale analysis on all skills listed on Alexa store, and find that a large number of skills suffer from the privacy policy noncompliance issues.",10.1145/3551349.3560416
000d02535797fd8ca7b0f04edcbf356e089a5338,A Spatio-Temporal Graph Convolutional Network for Gesture Recognition from High-Density Electromyography,2023,"Accurate hand gesture prediction is crucial for effective upper-limb prosthetic limbs control. As the high flexibility and multiple degrees of freedom exhibited by human hands, there has been a growing interest in integrating deep networks with high-density surface electromyography (HD-sEMG) grids to enhance gesture recognition capabilities. However, many existing methods fall short in fully exploit the specific spatial topology and temporal dependencies present in HD-sEMG data. Additionally, these studies are often limited number of gestures and lack generality. Hence, this study introduces a novel gesture recognition method, named STGCN-GR, which leverages spatio-temporal graph convolution networks for HD-sEMG-based human-machine interfaces. Firstly, we construct muscle networks based on functional connectivity between channels, creating a graph representation of HD-sEMG recordings. Subsequently, a temporal convolution module is applied to capture the temporal dependences in the HD-sEMG series and a spatial graph convolution module is employed to effectively learn the intrinsic spatial topology information among distinct HD-sEMG channels. We evaluate our proposed model on a public HD-sEMG dataset comprising a substantial number of gestures (i.e., 65). Our results demonstrate the remarkable capability of the STGCN-GR method, achieving an impressive accuracy of 91.07% in predicting gestures, which surpasses state-of-the-art deep learning methods applied to the same dataset.",10.1109/M2VIP58386.2023.10413402
000d0f73efd55bfaf20386ceefbdd567bb09524c,SoRank: incorporating social information into learning to rank models for recommendation,2014,"Most existing learning to rank based recommendation methods only use user-item preferences to rank items, while neglecting social relations among users. In this paper, we propose a novel, effective and efficient model, SoRank, by integrating social information among users into listwise ranking model to improve quality of ranked list of items. In addition, with linear complexity to the number of observed ratings, SoRank is able to scale to very large dataset. Experimental results on publicly available dataset demonstrate the effectiveness of SoRank.",10.1145/2567948.2577333
31a2887c35ca62a31349f45c4856e7e0a200759f,Systematic Review of Contextual Suggestion and Recommendation Systems for Sustainable e-Tourism,2021,"Agenda 2030 of Sustainable Development Goals (SDGs) 9 and 11 recognizes tourism as one of the central industries to global development to tackle global challenges. With the transformation of information and communication technologies (ICT), e-tourism has evolved globally to establish commercial relationships using the Internet for offering tourism-related products, including giving personalised suggestions. The contextual suggestion has emerged as a modified recommendation system that is integrated with information-retrieval techniques within large databases to provide tourists with a list of suggestions based on contexts, such as location, time of day, or day of the week (weekdays or weekends). This study surveyed literature in the field of contextual suggestion and recommendation systems with a focus on e-tourism. The concerns linked with approaches used in contextual suggestion and recommendation systems are highlighted in this systematic review, while motivations, recommendations, and practical implications in e-tourism are also discussed in this paper. A query search using the keywords “contextual suggestion system”, “recommendation system”, and “tourism” identified 143 relevant articles published from 2012 to 2020. Four major repositories are considered for searching, namely, (i) Science Direct, (ii) Scopus, (iii) IEEE, and (iv) Web of Science. This review was carried out under the protocols of four phases, namely, (i) query searching in major article repositories, (ii) removal of duplicates, (iii) scan of title and abstract, and (iv) complete reading of articles. To identify the gaps in current research, a taxonomy analysis was exemplified into categories and subcategories. The main categories were highlighted as (i) review articles, (ii) model/framework, and (iii) applications. Critical analysis was carried out on the basis of the available literature on the limitations of approaches used in contextual suggestion and recommendation systems. In conclusion, the approaches used are mainly based on content-based filtering, collaborative filtering, preference-based product ranking, and language modelling. The evaluation measures for the contextual suggestion system include precision, normalized discounted cumulative, and mean reciprocal rank, while test collections comprise Internet resources. Given that the tourism industry contributed to the environmental and social-economic development, contextual suggestion and recommendation systems have presented themselves to be relevant in integrating and achieving SDG 9 and SDG 11 in many ways such as web-based e-services by the government sector and smart gadgets based on reliable and real-time data and information for city planners as well as law enforcement personnel in a sustainable city.",10.3390/SU13158141
f6c9b52a78ab2cd4788d49d2d7a61627bec2b3c3,A Knowledge-Fusion Ranking System with an Attention Network for Making Assignment Recommendations,2020,"In recent decades, more teachers are using question generators to provide students with online homework. Learning-to-rank (LTR) methods can partially rank questions to address the needs of individual students and reduce their study burden. Unfortunately, ranking questions for students is not trivial because of three main challenges: (1) discovering students' latent knowledge and cognitive level is difficult, (2) the content of quizzes can be totally different but the knowledge points of these quizzes may be inherently related, and (3) ranking models based on supervised, semisupervised, or reinforcement learning focus on the current assignment without considering past performance. In this work, we propose KFRank, a knowledge-fusion ranking model based on reinforcement learning, which considers both a student's assignment history and the relevance of quizzes with their knowledge points. First, we load students' assignment history, reorganize it using knowledge points, and calculate the effective features for ranking in terms of the relation between a student's knowledge cognitive and the question. Then, a similarity estimator is built to choose historical questions, and an attention neural network is used to calculate the attention value and update the current study state with knowledge fusion. Finally, a rank algorithm based on a Markov decision process is used to optimize the parameters. Extensive experiments were conducted on a real-life dataset spanning a year and we compared our model with the state-of-the-art ranking models (e.g., ListNET and LambdaMART) and reinforcement-learning methods (such as MDPRank). Based on top-k nDCG values, our model outperforms other methods for groups of average and weak students, whose study abilities are relatively poor and thus their behaviors are more difficult to predict.",10.1155/2020/6748430
000d21240aff6bc045cb81755b532552432fdb69,Signal Detection and Classification in Shared Spectrum: A Deep Learning Approach,2021,"Accurate identification of the signal type in shared-spectrum networks is critical for efficient resource allocation and fair coexistence. It can be used for scheduling transmission opportunities to avoid collisions and improve system throughput, especially when the environment changes rapidly. In this paper, we develop deep neural networks (DNNs) to detect coexisting signal types based on In-phase/Quadrature (I/Q) samples without decoding them. By using segments of the samples of the received signal as input, a Convolutional Neural Network (CNN) and a Recurrent Neural Network (RNN) are combined and trained using categorical cross-entropy (CE) optimization. Classification results for coexisting Wi-Fi, LTE LAA, and 5G NR-U signals in the 5-6 GHz unlicensed band show high accuracy of the proposed design. We then exploit spectrum analysis of the I/Q sequences to further improve the classification accuracy. By applying Short-time Fourier Transform (STFT), additional information in the frequency domain can be presented as a spectrogram. Accordingly, we enlarge the input size of the DNN. To verify the effectiveness of the proposed detection framework, we conduct over-the-air (OTA) experiments using USRP radios. The proposed approach can achieve accurate classification in both simulations and hardware experiments.",10.1109/INFOCOM42981.2021.9488834
36a1d00f5a77b47ba7ebb5c51578f1dc3f0f7256,"AI-Empowered Multiple Access for 6G: A Survey of Spectrum Sensing, Protocol Designs, and Optimizations",2024,"With the rapidly increasing number of bandwidth-intensive terminals capable of intelligent computing and communication, such as smart devices equipped with shallow neural network (NN) models, the complexity of multiple access (MA) for these intelligent terminals is increasing due to the dynamic network environment and ubiquitous connectivity in sixth-generation (6G) systems. Traditional MA design and optimization methods are gradually losing ground to artificial intelligence (AI) techniques that have proven their superiority in handling complexity. AI-empowered MA and its optimization strategies aimed at achieving high quality-of-service (QoS) are attracting more attention, especially in the area of latency-sensitive applications in 6G systems. In this work, we aim to: 1) present the development and comparative evaluation of AI-enabled MA; 2) provide a timely survey focusing on spectrum sensing, protocol design, and optimization for AI-empowered MA; and 3) explore the potential use cases of AI-empowered MA in the typical application scenarios within 6G systems. Specifically, we first present a unified framework of AI-empowered MA for 6G systems by incorporating various promising machine learning (ML) techniques in spectrum sensing, resource allocation, MA protocol design, and optimization. We then introduce AI-empowered MA spectrum sensing related to spectrum sharing and spectrum interference management. Next, we discuss the AI-empowered MA protocol designs and implementation methods by reviewing and comparing the state of the art and further explore the optimization algorithms related to dynamic resource management, parameter adjustment, and access scheme switching. Finally, we discuss the current challenges, point out open issues, and outline potential future research directions in this field.",10.1109/JPROC.2024.3417332
6aa08ece7113d0bbf96644e3a61f5be416f4358f,Sums: Sniffing Unknown Multiband Signals under Low Sampling Rates,2024,"Due to sophisticated deployments of all kinds of wireless networks (e.g., 5G, Wi-Fi, Bluetooth, LEO satellite, etc.), multiband signals distribute in a large bandwidth (e.g., from 70 MHz to 8 GHz). Consequently, for network monitoring and spectrum sharing applications, a sniffer for extracting physical layer information, such as structure of packet, with low sampling rate (especially, sub-Nyquist sampling) can significantly improve their cost- and energy-efficiency. However, to achieve a multiband signals sniffer is really a challenge. To this end, we propose Sums, a system that can sniff and analyze multiband signals in a blind manner. Our Sums takes advantage of hardware and algorithm co-design, multi-coset sub-Nyquist sampling hardware, and a multi-task deep learning framework. The hardware component breaks the Nyquist rule to sample GHz bandwidth, but only pays for a 50 MSPS sampling rate. Our multi-task learning framework directly tackles the sampling data to perform spectrum sensing, physical layer protocol recognition, and demodulation for deep inspection from multiband signals. Extensive experiments demonstrate that Sums achieves higher accuracy than the state-of-theart baselines in spectrum sensing, modulation classification, and demodulation. As a result, our Sums can help researchers and end-users to diagnose or troubleshoot their problems of wireless infrastructures deployments in practice.",10.48550/arXiv.2405.15705
